"","Trial","Value_SS","Delay","Val_prc","Choice","RT","respSide","loopID","realID","Drug","Value_LL","Condition"
"1822",142,100,5,1.05,0,1.0802,0,9,"Subject_9","1",105,1
"1823",143,20,60,1.01,0,0.9504,1,9,"Subject_9","1",20.2,2
"1824",144,100,8,1.02,0,1.0127,0,9,"Subject_9","1",102,1
"1825",145,20,14,1.2,0,1.6947,0,9,"Subject_9","1",24,2
"1826",146,20,30,1.2,0,1.1327,0,9,"Subject_9","1",24,2
"1827",147,100,3,13,1,1.133,0,9,"Subject_9","1",1300,1
"1828",148,100,30,1.01,0,1.6159,1,9,"Subject_9","1",101,1
"1829",149,20,1,2.5,1,1.7945,0,9,"Subject_9","1",50,2
"1830",150,20,5,1.5,1,2.2684,1,9,"Subject_9","1",30,2
"1831",151,100,14,1.01,0,1.4149,1,9,"Subject_9","1",101,1
"1832",152,20,5,1.01,0,1.581,0,9,"Subject_9","1",20.2,2
"1833",153,20,5,2.5,1,1.5549,1,9,"Subject_9","1",50,2
"1834",154,100,8,1.01,0,1.1446,0,9,"Subject_9","1",101,1
"1835",155,100,60,1.1,0,1.3416,1,9,"Subject_9","1",110,1
"1836",156,20,60,1.02,0,1.584,1,9,"Subject_9","1",20.4,2
"1837",157,20,14,2,0,1.9338,1,9,"Subject_9","1",40,2
"1838",158,100,60,3,1,2.6658,1,9,"Subject_9","1",300,1
"1839",159,100,14,10,1,1.33,0,9,"Subject_9","1",1000,1
"1840",160,20,3,4,1,1.8249,0,9,"Subject_9","1",80,2
"1841",161,100,30,1.02,0,1.5421,1,9,"Subject_9","1",102,1
"1842",162,100,8,1.2,1,2.3699,0,9,"Subject_9","1",120,1
"1843",163,100,1,2,1,1.0165,0,9,"Subject_9","1",200,1
"1844",164,100,3,1.05,1,1.2799,0,9,"Subject_9","1",105,1
"1845",165,100,1,1.8,1,1.3697,1,9,"Subject_9","1",180,1
"1846",166,20,30,10,0,1.3517,1,9,"Subject_9","1",200,2
"1847",167,100,1,10,1,1.2325,0,9,"Subject_9","1",1000,1
"1848",168,100,8,1.1,0,1.4956,0,9,"Subject_9","1",110,1
"1849",169,20,8,13,1,1.6986,0,9,"Subject_9","1",260,2
"1850",170,20,5,1.1,0,1.8279,1,9,"Subject_9","1",22,2
"1851",171,20,30,2.5,1,1.3544,1,9,"Subject_9","1",50,2
"1852",172,20,30,13,1,2.518,1,9,"Subject_9","1",260,2
"1853",173,100,30,10,1,1.521,0,9,"Subject_9","1",1000,1
"1854",174,20,8,7,0,2.0527,0,9,"Subject_9","1",140,2
"1855",175,100,3,1.5,1,2.9515,0,9,"Subject_9","1",150,1
"1856",176,20,14,10,1,1.6807,0,9,"Subject_9","1",200,2
"1857",177,20,1,5,1,1.8572,0,9,"Subject_9","1",100,2
"1858",178,100,3,1.02,0,1.9096,1,9,"Subject_9","1",102,1
"1859",179,20,14,1.05,0,1.4097,1,9,"Subject_9","1",21,2
"1860",180,20,8,1.05,0,1.0026,0,9,"Subject_9","1",21,2
"1861",181,20,8,1.8,0,1.0856,1,9,"Subject_9","1",36,2
"1862",182,20,60,1.2,0,1.2929,0,9,"Subject_9","1",24,2
"1863",183,20,5,7,1,1.6148,1,9,"Subject_9","1",140,2
"1864",184,100,14,3,1,1.2948,0,9,"Subject_9","1",300,1
"1865",185,100,60,7,1,1.6556,1,9,"Subject_9","1",700,1
"1866",186,20,60,2.5,0,3.0962,1,9,"Subject_9","1",50,2
"1867",187,20,60,2,0,3.1504,1,9,"Subject_9","1",40,2
"1868",188,100,60,1.2,0,2.1318,0,9,"Subject_9","1",120,1
"1869",189,100,30,2,1,1.7886,1,9,"Subject_9","1",200,1
"1870",190,100,1,13,1,1.7033,0,9,"Subject_9","1",1300,1
"1871",191,100,60,10,1,2.2826,1,9,"Subject_9","1",1000,1
"1872",192,100,30,1.2,1,1.6688,1,9,"Subject_9","1",120,1
"1873",193,100,60,1.8,0,1.9888,1,9,"Subject_9","1",180,1
"1874",194,100,60,1.05,0,1.4887,1,9,"Subject_9","1",105,1
"1875",195,100,60,13,1,1.8424,1,9,"Subject_9","1",1300,1
"1876",196,20,14,1.1,0,1.4209,0,9,"Subject_9","1",22,2
"1877",197,20,5,1.2,0,1.3688,0,9,"Subject_9","1",24,2
"1878",198,100,14,7,1,1.3091,0,9,"Subject_9","1",700,1
"1879",199,20,8,2,0,2.39,0,9,"Subject_9","1",40,2
"1880",200,20,60,3,0,1.4718,1,9,"Subject_9","1",60,2
"1881",201,100,30,1.1,0,1.3427,1,9,"Subject_9","1",110,1
"1882",202,100,3,1.01,0,1.4518,0,9,"Subject_9","1",101,1
"1883",203,20,1,1.8,1,1.9254,0,9,"Subject_9","1",36,2
"1884",204,20,60,7,0,2.5273,1,9,"Subject_9","1",140,2
"1885",205,20,1,2,1,2.1571,0,9,"Subject_9","1",40,2
"1886",206,20,3,3,1,1.6951,1,9,"Subject_9","1",60,2
"1887",207,100,60,5,1,1.6317,0,9,"Subject_9","1",500,1
"1888",208,20,1,1.05,1,2.011,1,9,"Subject_9","1",21,2
"1889",209,100,5,7,1,1.2605,1,9,"Subject_9","1",700,1
"1890",210,100,5,3,1,1.0513,1,9,"Subject_9","1",300,1
"1891",1,20,30,5,1,3.6412,0,10,"Subject_10","1",100,2
"1892",2,100,5,2,1,3.1751,0,10,"Subject_10","1",200,1
"1893",3,100,30,3,1,2.2615,1,10,"Subject_10","1",300,1
"1894",4,20,60,5,1,3.1618,1,10,"Subject_10","1",100,2
"1895",5,20,3,1.5,1,2.9048,1,10,"Subject_10","1",30,2
"1896",6,20,30,7,1,1.8494,0,10,"Subject_10","1",140,2
"1897",7,20,8,13,1,2.3313,1,10,"Subject_10","1",260,2
"1898",8,100,60,13,1,1.6965,1,10,"Subject_10","1",1300,1
"1899",9,100,30,13,1,2.4532,0,10,"Subject_10","1",1300,1
"1900",10,100,60,3,1,2.936,1,10,"Subject_10","1",300,1
"1901",11,20,1,4,1,1.8595,1,10,"Subject_10","1",80,2
"1902",12,100,1,1.8,1,1.7148,0,10,"Subject_10","1",180,1
"1903",13,100,3,13,1,1.9932,0,10,"Subject_10","1",1300,1
"1904",14,20,14,1.01,1,10.8909,0,10,"Subject_10","1",20.2,2
"1905",15,100,60,2,1,2.7963,0,10,"Subject_10","1",200,1
"1906",16,20,3,7,1,1.6065,0,10,"Subject_10","1",140,2
"1907",17,100,60,4,1,1.9247,0,10,"Subject_10","1",400,1
"1908",18,100,5,1.8,1,1.4561,0,10,"Subject_10","1",180,1
"1909",19,100,8,10,1,1.2822,1,10,"Subject_10","1",1000,1
"1910",20,100,8,7,1,1.5484,1,10,"Subject_10","1",700,1
"1911",21,100,60,1.5,1,3.0373,0,10,"Subject_10","1",150,1
"1912",22,100,5,7,1,1.4097,0,10,"Subject_10","1",700,1
"1913",23,20,1,1.05,1,3.0195,1,10,"Subject_10","1",21,2
"1914",24,20,5,2,1,1.8627,1,10,"Subject_10","1",40,2
"1915",25,100,3,1.8,1,1.46,1,10,"Subject_10","1",180,1
"1916",26,20,60,1.1,1,2.1513,0,10,"Subject_10","1",22,2
"1917",27,20,14,1.8,1,2.6814,0,10,"Subject_10","1",36,2
"1918",28,100,1,5,1,1.5443,1,10,"Subject_10","1",500,1
"1919",29,100,30,1.8,1,1.5426,0,10,"Subject_10","1",180,1
"1920",30,100,8,5,1,1.297,0,10,"Subject_10","1",500,1
"1921",31,20,14,10,1,1.5988,0,10,"Subject_10","1",200,2
"1922",32,100,8,1.5,1,1.2296,1,10,"Subject_10","1",150,1
"1923",33,20,60,10,1,1.4059,1,10,"Subject_10","1",200,2
"1924",34,100,5,1.5,1,1.6871,0,10,"Subject_10","1",150,1
"1925",35,100,14,1.02,1,2.321,1,10,"Subject_10","1",102,1
"1926",36,20,60,4,1,1.453,1,10,"Subject_10","1",80,2
"1927",37,100,14,4,1,1.0433,1,10,"Subject_10","1",400,1
"1928",38,100,8,1.2,1,1.6421,1,10,"Subject_10","1",120,1
"1929",39,100,1,13,1,1.0927,1,10,"Subject_10","1",1300,1
"1930",40,100,3,1.1,1,2.0626,1,10,"Subject_10","1",110,1
"1931",41,20,8,1.2,1,1.2618,0,10,"Subject_10","1",24,2
"1932",42,20,5,5,1,0.9867,1,10,"Subject_10","1",100,2
"1933",43,20,14,1.02,1,2.8514,0,10,"Subject_10","1",20.4,2
"1934",44,100,30,1.5,1,1.3424,1,10,"Subject_10","1",150,1
"1935",45,100,1,1.01,1,1.1297,1,10,"Subject_10","1",101,1
"1936",46,100,60,1.01,1,1.1971,1,10,"Subject_10","1",101,1
"1937",47,20,3,1.01,1,1.5049,0,10,"Subject_10","1",20.2,2
"1938",48,20,60,1.02,1,1.3418,1,10,"Subject_10","1",20.4,2
"1939",49,20,1,1.5,1,2.7547,0,10,"Subject_10","1",30,2
"1940",50,20,30,4,1,1.1144,0,10,"Subject_10","1",80,2
"1941",51,100,8,1.02,1,1.8637,1,10,"Subject_10","1",102,1
"1942",52,100,1,4,1,1.2287,0,10,"Subject_10","1",400,1
"1943",53,100,3,1.02,1,1.0401,1,10,"Subject_10","1",102,1
"1944",54,100,3,3,1,1.2885,0,10,"Subject_10","1",300,1
"1945",55,20,5,1.05,1,1.0773,1,10,"Subject_10","1",21,2
"1946",56,20,1,3,1,0.7736,0,10,"Subject_10","1",60,2
"1947",57,100,14,3,1,0.9235,1,10,"Subject_10","1",300,1
"1948",58,20,1,1.8,1,0.8069,0,10,"Subject_10","1",36,2
"1949",59,100,14,13,1,0.7662,0,10,"Subject_10","1",1300,1
"1950",60,20,5,3,1,0.8875,1,10,"Subject_10","1",60,2
"1951",61,20,30,1.1,1,0.9328,1,10,"Subject_10","1",22,2
"1952",62,100,14,2,1,1.079,1,10,"Subject_10","1",200,1
"1953",63,20,3,2.5,1,0.8638,0,10,"Subject_10","1",50,2
"1954",64,20,5,1.2,1,0.7545,1,10,"Subject_10","1",24,2
"1955",65,20,8,1.8,1,0.7798,1,10,"Subject_10","1",36,2
"1956",66,100,30,2.5,1,0.9573,1,10,"Subject_10","1",250,1
"1957",67,100,14,1.01,1,0.9707,1,10,"Subject_10","1",101,1
"1958",68,100,30,7,1,0.9347,1,10,"Subject_10","1",700,1
"1959",69,20,3,13,1,0.916,0,10,"Subject_10","1",260,2
"1960",70,20,14,1.2,1,1.1563,0,10,"Subject_10","1",24,2
"1961",71,100,8,1.8,1,0.7669,1,10,"Subject_10","1",180,1
"1962",72,100,8,4,1,1.005,1,10,"Subject_10","1",400,1
"1963",73,100,60,1.2,1,1.4468,0,10,"Subject_10","1",120,1
"1964",74,20,30,1.01,1,1.1825,1,10,"Subject_10","1",20.2,2
"1965",75,20,8,2,1,0.9921,0,10,"Subject_10","1",40,2
"1966",76,100,1,1.5,1,1.1769,0,10,"Subject_10","1",150,1
"1967",77,100,8,2,1,0.9837,0,10,"Subject_10","1",200,1
"1968",78,20,8,3,1,1.0277,1,10,"Subject_10","1",60,2
"1969",79,100,1,1.2,1,0.891,0,10,"Subject_10","1",120,1
"1970",80,20,8,1.01,1,0.9904,0,10,"Subject_10","1",20.2,2
"1971",81,100,30,10,1,1.9917,0,10,"Subject_10","1",1000,1
"1972",82,100,5,1.2,1,1.0609,1,10,"Subject_10","1",120,1
"1973",83,100,3,7,1,0.8045,1,10,"Subject_10","1",700,1
"1974",84,100,3,2.5,1,1.1965,0,10,"Subject_10","1",250,1
"1975",85,20,14,7,1,0.8525,0,10,"Subject_10","1",140,2
"1976",86,20,3,10,1,0.9679,0,10,"Subject_10","1",200,2
"1977",87,20,14,1.05,1,0.6992,1,10,"Subject_10","1",21,2
"1978",88,20,30,1.02,1,0.9947,1,10,"Subject_10","1",20.4,2
"1979",89,20,30,2.5,1,0.6987,0,10,"Subject_10","1",50,2
"1980",90,100,8,2.5,1,1.1041,0,10,"Subject_10","1",250,1
"1981",91,20,60,1.8,1,0.7441,1,10,"Subject_10","1",36,2
"1982",92,100,30,5,1,0.6074,0,10,"Subject_10","1",500,1
"1983",93,20,5,10,1,1.0823,1,10,"Subject_10","1",200,2
"1984",94,100,1,2,1,0.9895,1,10,"Subject_10","1",200,1
"1985",95,20,5,1.02,1,1.1009,1,10,"Subject_10","1",20.4,2
"1986",96,20,1,10,1,0.6562,1,10,"Subject_10","1",200,2
"1987",97,100,5,1.01,1,0.8028,1,10,"Subject_10","1",101,1
"1988",98,20,1,2.5,1,0.9801,0,10,"Subject_10","1",50,2
"1989",99,20,3,5,1,0.6401,0,10,"Subject_10","1",100,2
"1990",100,100,14,5,1,0.7932,0,10,"Subject_10","1",500,1
"1991",101,20,14,1.5,1,0.7444,1,10,"Subject_10","1",30,2
"1992",102,100,8,1.05,1,1.0553,1,10,"Subject_10","1",105,1
"1993",103,20,5,1.8,1,0.7661,0,10,"Subject_10","1",36,2
"1994",104,100,14,1.2,1,1.1412,1,10,"Subject_10","1",120,1
"1995",105,20,30,1.05,1,0.8068,1,10,"Subject_10","1",21,2
"1996",106,20,8,1.05,1,1.8743,0,10,"Subject_10","1",21,2
"1997",107,20,1,13,1,0.9402,0,10,"Subject_10","1",260,2
"1998",108,20,8,5,1,1.3769,1,10,"Subject_10","1",100,2
"1999",109,20,5,13,1,1.3245,0,10,"Subject_10","1",260,2
"2000",110,100,1,2.5,1,1.0468,0,10,"Subject_10","1",250,1
"2001",111,100,1,1.05,1,0.8675,1,10,"Subject_10","1",105,1
"2002",112,100,3,5,1,0.8375,1,10,"Subject_10","1",500,1
"2003",113,100,30,1.02,1,1.0223,1,10,"Subject_10","1",102,1
"2004",114,100,5,2.5,1,0.585,0,10,"Subject_10","1",250,1
"2005",115,20,5,7,1,0.6503,1,10,"Subject_10","1",140,2
"2006",116,20,5,1.1,1,0.8826,1,10,"Subject_10","1",22,2
"2007",117,100,3,1.2,1,0.6761,0,10,"Subject_10","1",120,1
"2008",118,100,5,5,1,0.7299,1,10,"Subject_10","1",500,1
"2009",119,100,60,7,1,0.701,1,10,"Subject_10","1",700,1
"2010",120,100,14,7,1,0.9264,1,10,"Subject_10","1",700,1
"2011",121,100,5,1.02,1,0.695,0,10,"Subject_10","1",102,1
"2012",122,100,60,1.05,1,0.6402,1,10,"Subject_10","1",105,1
"2013",123,20,8,1.5,1,0.6255,1,10,"Subject_10","1",30,2
"2014",124,100,8,3,1,0.6506,1,10,"Subject_10","1",300,1
"2015",125,100,3,1.01,1,0.8704,0,10,"Subject_10","1",101,1
"2016",126,100,60,1.02,1,0.789,1,10,"Subject_10","1",102,1
"2017",127,100,14,1.1,1,0.7483,1,10,"Subject_10","1",110,1
"2018",128,20,3,3,1,0.751,0,10,"Subject_10","1",60,2
"2019",129,20,3,4,1,0.6045,1,10,"Subject_10","1",80,2
"2020",130,100,60,1.1,1,0.603,0,10,"Subject_10","1",110,1
"2021",131,100,8,13,1,0.9495,1,10,"Subject_10","1",1300,1
"2022",132,100,60,5,1,0.6728,0,10,"Subject_10","1",500,1
"2023",133,20,60,1.05,1,0.8306,0,10,"Subject_10","1",21,2
"2024",134,20,30,10,1,0.8034,0,10,"Subject_10","1",200,2
"2025",135,20,8,4,1,0.8301,1,10,"Subject_10","1",80,2
"2026",136,20,14,2,1,0.8128,0,10,"Subject_10","1",40,2
"2027",137,20,3,1.2,1,1.1634,1,10,"Subject_10","1",24,2
"2028",138,100,14,1.5,1,0.7481,0,10,"Subject_10","1",150,1
"2029",139,100,5,4,1,0.9415,1,10,"Subject_10","1",400,1
"2030",140,20,30,2,1,0.6823,1,10,"Subject_10","1",40,2
"2031",141,100,60,10,1,0.827,1,10,"Subject_10","1",1000,1
"2032",142,100,1,1.02,1,1.116,0,10,"Subject_10","1",102,1
"2033",143,20,60,1.01,1,1.0789,1,10,"Subject_10","1",20.2,2
"2034",144,100,5,1.1,1,1.1462,0,10,"Subject_10","1",110,1
"2035",145,20,8,1.02,1,1.3076,0,10,"Subject_10","1",20.4,2
"2036",146,20,60,2.5,1,1.7985,0,10,"Subject_10","1",50,2
"2037",147,20,1,5,1,1.0943,0,10,"Subject_10","1",100,2
"2038",148,20,60,13,1,0.8371,0,10,"Subject_10","1",260,2
"2039",149,20,5,2.5,1,0.9397,1,10,"Subject_10","1",50,2
"2040",150,20,5,1.01,1,0.7519,0,10,"Subject_10","1",20.2,2
"2041",151,20,3,2,1,0.9793,1,10,"Subject_10","1",40,2
"2042",152,20,60,1.2,1,0.5601,0,10,"Subject_10","1",24,2
"2043",153,20,14,3,1,0.6678,0,10,"Subject_10","1",60,2
"2044",154,100,5,10,1,0.6186,1,10,"Subject_10","1",1000,1
"2045",155,100,30,1.1,1,0.7226,1,10,"Subject_10","1",110,1
"2046",156,20,14,2.5,1,0.7118,0,10,"Subject_10","1",50,2
"2047",157,100,8,1.1,0,0.6611,0,10,"Subject_10","1",110,1
"2048",158,20,8,10,1,0.9549,1,10,"Subject_10","1",200,2
"2049",159,100,14,2.5,1,1.1416,1,10,"Subject_10","1",250,1
"2050",160,100,1,10,1,0.9057,1,10,"Subject_10","1",1000,1
"2051",161,100,5,3,1,0.8486,1,10,"Subject_10","1",300,1
"2052",162,20,60,2,1,0.8005,1,10,"Subject_10","1",40,2
"2053",163,20,8,7,1,0.9737,0,10,"Subject_10","1",140,2
"2054",164,20,1,1.1,1,0.6612,1,10,"Subject_10","1",22,2
"2055",165,20,30,1.8,1,0.919,0,10,"Subject_10","1",36,2
"2056",166,20,3,1.02,1,1.0417,1,10,"Subject_10","1",20.4,2
"2057",167,100,30,4,1,1.0832,1,10,"Subject_10","1",400,1
"2058",168,20,14,13,1,0.8026,1,10,"Subject_10","1",260,2
"2059",169,20,1,1.01,1,1.1045,1,10,"Subject_10","1",20.2,2
"2060",170,100,60,1.8,1,1.0401,0,10,"Subject_10","1",180,1
"2061",171,20,5,4,1,0.9533,1,10,"Subject_10","1",80,2
"2062",172,100,14,10,1,0.6625,0,10,"Subject_10","1",1000,1
"2063",173,20,3,1.8,1,0.7828,1,10,"Subject_10","1",36,2
"2064",174,20,60,7,1,0.6306,0,10,"Subject_10","1",140,2
"2065",175,20,30,13,1,0.7084,1,10,"Subject_10","1",260,2
"2066",176,20,60,3,1,0.7978,1,10,"Subject_10","1",60,2
"2067",177,100,3,1.5,1,0.5984,1,10,"Subject_10","1",150,1
"2068",178,20,30,1.5,1,0.8921,1,10,"Subject_10","1",30,2
"2069",179,100,8,1.01,1,1.2996,1,10,"Subject_10","1",101,1
"2070",180,100,3,10,1,0.9996,0,10,"Subject_10","1",1000,1
"2071",181,20,1,2,1,1.0304,0,10,"Subject_10","1",40,2
"2072",182,100,14,1.8,1,0.7312,0,10,"Subject_10","1",180,1
"2073",183,100,1,1.1,1,0.7694,0,10,"Subject_10","1",110,1
"2074",184,20,8,2.5,1,0.8859,1,10,"Subject_10","1",50,2
"2075",185,20,1,7,1,0.7033,0,10,"Subject_10","1",140,2
"2076",186,100,5,1.05,1,0.6071,1,10,"Subject_10","1",105,1
"2077",187,20,30,1.2,1,0.8203,1,10,"Subject_10","1",24,2
"2078",188,100,3,4,1,0.615,0,10,"Subject_10","1",400,1
"2079",189,20,14,4,1,1.1454,0,10,"Subject_10","1",80,2
"2080",190,20,14,5,1,1.5317,0,10,"Subject_10","1",100,2
"2081",191,20,14,1.1,1,1.3401,0,10,"Subject_10","1",22,2
"2082",192,20,5,1.5,1,1.2257,0,10,"Subject_10","1",30,2
"2083",193,20,3,1.05,1,1.2805,0,10,"Subject_10","1",21,2
"2084",194,100,30,2,1,1.1809,1,10,"Subject_10","1",200,1
"2085",195,100,1,3,1,1.038,1,10,"Subject_10","1",300,1
"2086",196,100,60,2.5,1,0.893,1,10,"Subject_10","1",250,1
"2087",197,20,60,1.5,1,0.9398,1,10,"Subject_10","1",30,2
"2088",198,100,30,1.01,1,0.9585,0,10,"Subject_10","1",101,1
"2089",199,100,3,2,1,0.7644,1,10,"Subject_10","1",200,1
"2090",200,100,30,1.2,1,0.7786,1,10,"Subject_10","1",120,1
"2091",201,20,8,1.1,1,0.8137,0,10,"Subject_10","1",22,2
"2092",202,20,1,1.2,1,0.6962,1,10,"Subject_10","1",24,2
"2093",203,100,3,1.05,1,0.9829,0,10,"Subject_10","1",105,1
"2094",204,100,1,7,1,0.5596,1,10,"Subject_10","1",700,1
"2095",205,20,1,1.02,1,1.0856,0,10,"Subject_10","1",20.4,2
"2096",206,100,14,1.05,1,0.9824,0,10,"Subject_10","1",105,1
"2097",207,20,30,3,1,1.0236,0,10,"Subject_10","1",60,2
"2098",208,100,5,13,1,0.9233,0,10,"Subject_10","1",1300,1
"2099",209,20,3,1.1,1,1.1339,1,10,"Subject_10","1",22,2
"2100",210,100,30,1.05,1,0.9289,0,10,"Subject_10","1",105,1
"2101",1,20,5,7,1,2.1564,1,11,"Subject_11","2",140,2
"2102",2,20,8,4,1,2.6522,0,11,"Subject_11","2",80,2
"2103",3,20,14,1.8,0,2.3244,0,11,"Subject_11","2",36,2
"2104",4,20,1,1.5,1,2.6963,0,11,"Subject_11","2",30,2
"2105",5,20,5,2.5,1,2.222,0,11,"Subject_11","2",50,2
"2106",6,100,1,1.1,1,2.7615,0,11,"Subject_11","2",110,1
"2107",7,20,14,2,0,2.1043,0,11,"Subject_11","2",40,2
"2108",8,100,5,5,1,2.8538,0,11,"Subject_11","2",500,1
"2109",9,100,60,1.5,0,2.5729,0,11,"Subject_11","2",150,1
"2110",10,100,30,1.05,0,2.4023,0,11,"Subject_11","2",105,1
"2111",11,100,5,1.2,1,1.9797,1,11,"Subject_11","2",120,1
"2112",12,100,1,7,1,1.7454,1,11,"Subject_11","2",700,1
"2113",13,20,3,1.1,0,2.4104,1,11,"Subject_11","2",22,2
"2114",14,20,1,5,1,1.5946,0,11,"Subject_11","2",100,2
"2115",15,20,5,4,1,1.4229,0,11,"Subject_11","2",80,2
"2116",16,20,14,1.5,0,1.9126,0,11,"Subject_11","2",30,2
"2117",17,20,1,1.05,0,1.7742,1,11,"Subject_11","2",21,2
"2118",18,20,8,5,1,2.1721,0,11,"Subject_11","2",100,2
"2119",19,100,8,1.5,1,1.9931,0,11,"Subject_11","2",150,1
"2120",20,100,30,1.8,1,1.9223,0,11,"Subject_11","2",180,1
"2121",21,100,30,4,1,1.8113,1,11,"Subject_11","2",400,1
"2122",22,100,14,7,1,1.5451,1,11,"Subject_11","2",700,1
"2123",23,20,1,2,1,1.3041,0,11,"Subject_11","2",40,2
"2124",24,20,14,4,1,1.0068,1,11,"Subject_11","2",80,2
"2125",25,100,8,13,1,1.176,0,11,"Subject_11","2",1300,1
"2126",26,20,3,5,1,1.0543,1,11,"Subject_11","2",100,2
"2127",27,20,8,1.01,0,1.8728,1,11,"Subject_11","2",20.2,2
"2128",28,100,5,1.05,1,1.8967,1,11,"Subject_11","2",105,1
"2129",29,100,5,2.5,1,1.4183,1,11,"Subject_11","2",250,1
"2130",30,100,14,1.02,0,1.7425,1,11,"Subject_11","2",102,1
"2131",31,20,3,13,1,1.2403,0,11,"Subject_11","2",260,2
"2132",32,20,60,1.05,0,1.5443,1,11,"Subject_11","2",21,2
"2133",33,20,3,1.8,1,1.6658,0,11,"Subject_11","2",36,2
"2134",34,20,14,5,1,2.1215,1,11,"Subject_11","2",100,2
"2135",35,100,8,1.2,1,1.6641,1,11,"Subject_11","2",120,1
"2136",36,20,60,1.2,1,1.3797,1,11,"Subject_11","2",24,2
"2137",37,20,30,1.8,1,1.4045,0,11,"Subject_11","2",36,2
"2138",38,100,60,1.02,0,1.4988,1,11,"Subject_11","2",102,1
"2139",39,100,30,2,1,1.369,1,11,"Subject_11","2",200,1
"2140",40,20,14,1.05,0,1.3951,0,11,"Subject_11","2",21,2
"2141",41,20,30,2.5,1,1.5714,0,11,"Subject_11","2",50,2
"2142",42,100,14,1.2,1,1.1204,1,11,"Subject_11","2",120,1
"2143",43,20,3,1.05,0,2.2776,1,11,"Subject_11","2",21,2
"2144",44,20,8,2.5,1,0.945,1,11,"Subject_11","2",50,2
"2145",45,20,3,2,1,1.6285,0,11,"Subject_11","2",40,2
"2146",46,20,60,1.01,0,1.0992,1,11,"Subject_11","2",20.2,2
"2147",47,100,5,4,1,0.8607,0,11,"Subject_11","2",400,1
"2148",48,20,30,10,1,1.4054,0,11,"Subject_11","2",200,2
"2149",49,20,60,2.5,1,1.5291,1,11,"Subject_11","2",50,2
"2150",50,100,14,4,1,1.1333,1,11,"Subject_11","2",400,1
"2151",51,100,1,1.01,0,2.0356,1,11,"Subject_11","2",101,1
"2152",52,20,8,2,1,3.884,0,11,"Subject_11","2",40,2
"2153",53,100,30,1.01,0,1.6334,0,11,"Subject_11","2",101,1
"2154",54,20,30,13,1,1.1785,1,11,"Subject_11","2",260,2
"2155",55,20,1,2.5,1,1.7405,1,11,"Subject_11","2",50,2
"2156",56,100,1,5,1,1.1139,0,11,"Subject_11","2",500,1
"2157",57,100,1,13,1,1.5974,0,11,"Subject_11","2",1300,1
"2158",58,100,1,1.2,1,1.929,0,11,"Subject_11","2",120,1
"2159",59,20,1,13,1,0.9413,1,11,"Subject_11","2",260,2
"2160",60,100,14,5,1,1.0899,1,11,"Subject_11","2",500,1
"2161",61,100,30,10,1,0.9685,0,11,"Subject_11","2",1000,1
"2162",62,20,1,10,1,0.8999,1,11,"Subject_11","2",200,2
"2163",63,20,14,1.1,1,3.9912,1,11,"Subject_11","2",22,2
"2164",64,100,14,1.05,1,1.1336,1,11,"Subject_11","2",105,1
"2165",65,20,8,1.1,1,1.3322,0,11,"Subject_11","2",22,2
"2166",66,100,8,4,1,1.3503,0,11,"Subject_11","2",400,1
"2167",67,20,5,1.01,0,1.3393,0,11,"Subject_11","2",20.2,2
"2168",68,100,60,7,1,1.1761,1,11,"Subject_11","2",700,1
"2169",69,100,3,13,1,1.4802,0,11,"Subject_11","2",1300,1
"2170",70,20,60,13,1,1.6644,0,11,"Subject_11","2",260,2
"2171",71,20,30,2,1,0.6619,1,11,"Subject_11","2",40,2
"2172",72,20,60,3,1,0.8606,0,11,"Subject_11","2",60,2
"2173",73,100,8,10,1,1.1813,0,11,"Subject_11","2",1000,1
"2174",74,20,1,1.8,1,1.1787,0,11,"Subject_11","2",36,2
"2175",75,100,60,2.5,1,0.9361,1,11,"Subject_11","2",250,1
"2176",76,20,5,1.2,1,1.3127,0,11,"Subject_11","2",24,2
"2177",77,20,14,1.2,1,1.0514,0,11,"Subject_11","2",24,2
"2178",78,20,1,4,1,1.2621,1,11,"Subject_11","2",80,2
"2179",79,100,14,10,1,1.2068,0,11,"Subject_11","2",1000,1
"2180",80,100,1,4,1,0.9838,0,11,"Subject_11","2",400,1
"2181",81,100,8,1.8,1,1.2359,0,11,"Subject_11","2",180,1
"2182",82,100,5,1.02,1,1.8605,1,11,"Subject_11","2",102,1
"2183",83,100,14,13,1,1.1569,0,11,"Subject_11","2",1300,1
"2184",84,20,14,7,1,1.8802,0,11,"Subject_11","2",140,2
"2185",85,20,14,1.01,0,2.2547,1,11,"Subject_11","2",20.2,2
"2186",86,20,8,13,1,1.5488,1,11,"Subject_11","2",260,2
"2187",87,20,60,1.02,0,2.2849,1,11,"Subject_11","2",20.4,2
"2188",88,100,3,4,1,1.0682,0,11,"Subject_11","2",400,1
"2189",89,100,14,1.1,1,1.3589,1,11,"Subject_11","2",110,1
"2190",90,20,60,10,1,1.1638,1,11,"Subject_11","2",200,2
"2191",91,20,60,4,1,1.6181,0,11,"Subject_11","2",80,2
"2192",92,100,5,3,1,0.6377,0,11,"Subject_11","2",300,1
"2193",93,100,3,5,1,1.0788,0,11,"Subject_11","2",500,1
"2194",94,20,60,1.8,1,0.9114,1,11,"Subject_11","2",36,2
"2195",95,100,5,1.01,0,1.2688,0,11,"Subject_11","2",101,1
"2196",96,100,30,1.02,1,0.8687,1,11,"Subject_11","2",102,1
