"","Trial","Value_SS","Delay","Val_prc","Choice","RT","respSide","loopID","realID","Drug","Value_LL","Condition"
"386",176,100,1,1.8,1,1.0643,1,2,"Subject_2","2",180,1
"387",177,20,30,1.8,1,2.8043,0,2,"Subject_2","2",36,2
"388",178,20,5,1.01,1,2.9111,0,2,"Subject_2","2",20.2,2
"389",179,100,8,1.8,1,2.385,0,2,"Subject_2","2",180,1
"390",180,100,14,2,1,1.3149,1,2,"Subject_2","2",200,1
"391",181,20,14,1.01,0,2.6878,1,2,"Subject_2","2",20.2,2
"392",182,20,1,2,1,1.7503,1,2,"Subject_2","2",40,2
"393",183,20,8,5,1,1.6826,0,2,"Subject_2","2",100,2
"394",184,20,30,13,1,0.9616,1,2,"Subject_2","2",260,2
"395",185,100,3,1.1,1,1.7719,1,2,"Subject_2","2",110,1
"396",186,100,3,1.2,1,1.2762,1,2,"Subject_2","2",120,1
"397",187,20,14,1.2,1,2.192,0,2,"Subject_2","2",24,2
"398",188,100,14,2.5,1,1.2831,1,2,"Subject_2","2",250,1
"399",189,20,14,1.5,1,1.6941,0,2,"Subject_2","2",30,2
"400",190,100,1,7,1,1.1024,0,2,"Subject_2","2",700,1
"401",191,20,5,3,1,1.3411,1,2,"Subject_2","2",60,2
"402",192,20,8,1.2,1,1.8147,0,2,"Subject_2","2",24,2
"403",193,20,1,5,1,0.9612,0,2,"Subject_2","2",100,2
"404",194,20,3,1.5,0,0.7127,0,2,"Subject_2","2",30,2
"405",195,20,60,2.5,1,2.6145,1,2,"Subject_2","2",50,2
"406",196,100,60,7,1,2.794,1,2,"Subject_2","2",700,1
"407",197,20,5,1.8,1,1.2451,1,2,"Subject_2","2",36,2
"408",198,20,1,1.02,0,2.6187,0,2,"Subject_2","2",20.4,2
"409",199,20,14,13,1,1.6859,1,2,"Subject_2","2",260,2
"410",200,20,5,1.1,1,4.3177,0,2,"Subject_2","2",22,2
"411",201,20,30,2.5,1,0.8474,0,2,"Subject_2","2",50,2
"412",202,100,3,4,1,1.0101,1,2,"Subject_2","2",400,1
"413",203,100,5,2,1,0.9882,1,2,"Subject_2","2",200,1
"414",204,20,8,2,1,2.1102,1,2,"Subject_2","2",40,2
"415",205,100,14,5,1,1.2488,1,2,"Subject_2","2",500,1
"416",206,20,60,5,1,1.2303,0,2,"Subject_2","2",100,2
"417",207,20,3,3,1,0.9866,0,2,"Subject_2","2",60,2
"418",208,100,8,1.02,1,1.1972,0,2,"Subject_2","2",102,1
"419",209,100,14,7,1,0.6863,0,2,"Subject_2","2",700,1
"420",210,20,5,10,1,0.9036,1,2,"Subject_2","2",200,2
"421",1,100,3,13,1,2.6452,0,3,"Subject_3","1",1300,1
"422",2,20,1,1.01,1,2.6909,0,3,"Subject_3","1",20.2,2
"423",3,20,14,2,1,1.8471,0,3,"Subject_3","1",40,2
"424",4,100,30,2.5,1,1.9988,1,3,"Subject_3","1",250,1
"425",5,20,30,3,1,1.4545,1,3,"Subject_3","1",60,2
"426",6,100,30,1.8,1,1.3129,1,3,"Subject_3","1",180,1
"427",7,100,3,2.5,1,1.217,1,3,"Subject_3","1",250,1
"428",8,20,3,13,1,1.2484,1,3,"Subject_3","1",260,2
"429",9,20,60,2.5,1,1.4775,0,3,"Subject_3","1",50,2
"430",10,100,14,5,1,1.6723,1,3,"Subject_3","1",500,1
"431",11,100,8,1.1,1,1.8987,0,3,"Subject_3","1",110,1
"432",12,20,30,13,1,1.7767,1,3,"Subject_3","1",260,2
"433",13,100,8,3,1,1.4263,0,3,"Subject_3","1",300,1
"434",14,100,14,3,1,1.2934,0,3,"Subject_3","1",300,1
"435",15,100,30,3,1,1.5115,0,3,"Subject_3","1",300,1
"436",16,20,3,1.01,1,1.8324,1,3,"Subject_3","1",20.2,2
"437",17,100,3,1.5,1,1.7388,0,3,"Subject_3","1",150,1
"438",18,100,8,1.5,1,1.3373,0,3,"Subject_3","1",150,1
"439",19,20,1,3,1,1.5094,0,3,"Subject_3","1",60,2
"440",20,20,60,13,1,0.9111,1,3,"Subject_3","1",260,2
"441",21,20,30,5,1,1.1846,0,3,"Subject_3","1",100,2
"442",22,20,3,3,1,1.6286,1,3,"Subject_3","1",60,2
"443",23,100,1,5,1,1.3959,1,3,"Subject_3","1",500,1
"444",24,20,8,1.2,1,1.9021,1,3,"Subject_3","1",24,2
"445",25,20,14,1.01,0,1.7626,0,3,"Subject_3","1",20.2,2
"446",26,100,60,10,1,1.259,1,3,"Subject_3","1",1000,1
"447",27,20,5,2.5,1,0.9832,1,3,"Subject_3","1",50,2
"448",28,100,5,1.01,1,1.9453,1,3,"Subject_3","1",101,1
"449",29,100,3,5,1,1.1045,1,3,"Subject_3","1",500,1
"450",30,20,5,4,1,0.9966,0,3,"Subject_3","1",80,2
"451",31,20,30,4,1,0.9773,1,3,"Subject_3","1",80,2
"452",32,100,8,1.02,0,2.3281,1,3,"Subject_3","1",102,1
"453",33,20,30,1.02,0,2.0949,1,3,"Subject_3","1",20.4,2
"454",34,20,8,1.01,0,1.8579,1,3,"Subject_3","1",20.2,2
"455",35,20,14,1.5,1,1.0354,0,3,"Subject_3","1",30,2
"456",36,100,60,2.5,1,0.95,1,3,"Subject_3","1",250,1
"457",37,20,60,1.02,0,1.5773,1,3,"Subject_3","1",20.4,2
"458",38,20,8,10,1,0.9784,1,3,"Subject_3","1",200,2
"459",39,20,5,3,1,1.1572,0,3,"Subject_3","1",60,2
"460",40,100,30,4,1,1.5719,0,3,"Subject_3","1",400,1
"461",41,20,5,13,1,0.7449,1,3,"Subject_3","1",260,2
"462",42,100,60,5,1,0.8443,1,3,"Subject_3","1",500,1
"463",43,20,3,7,1,1.0969,1,3,"Subject_3","1",140,2
"464",44,20,5,1.01,1,1.7297,0,3,"Subject_3","1",20.2,2
"465",45,100,3,1.02,1,1.808,1,3,"Subject_3","1",102,1
"466",46,20,14,1.05,1,1.6318,0,3,"Subject_3","1",21,2
"467",47,20,14,5,1,1.9943,0,3,"Subject_3","1",100,2
"468",48,20,1,2,1,0.9293,0,3,"Subject_3","1",40,2
"469",49,20,1,1.05,1,1.2189,1,3,"Subject_3","1",21,2
"470",50,100,5,3,1,0.803,1,3,"Subject_3","1",300,1
"471",51,20,60,4,1,1.2104,1,3,"Subject_3","1",80,2
"472",52,20,5,2,1,0.7019,0,3,"Subject_3","1",40,2
"473",53,20,14,1.02,1,1.8717,0,3,"Subject_3","1",20.4,2
"474",54,100,1,1.05,1,1.1337,0,3,"Subject_3","1",105,1
"475",55,100,14,1.01,0,2.5223,1,3,"Subject_3","1",101,1
"476",56,100,30,2,1,1.0792,1,3,"Subject_3","1",200,1
"477",57,100,8,10,1,0.8854,0,3,"Subject_3","1",1000,1
"478",58,20,3,2,1,0.756,1,3,"Subject_3","1",40,2
"479",59,100,5,2.5,1,0.7978,1,3,"Subject_3","1",250,1
"480",60,20,14,1.8,1,1.3118,0,3,"Subject_3","1",36,2
"481",61,20,1,5,1,1.0691,0,3,"Subject_3","1",100,2
"482",62,20,60,1.01,0,1.556,1,3,"Subject_3","1",20.2,2
"483",63,20,8,1.8,1,1.174,0,3,"Subject_3","1",36,2
"484",64,100,14,1.02,0,2.0809,0,3,"Subject_3","1",102,1
"485",65,100,1,2.5,1,0.8389,1,3,"Subject_3","1",250,1
"486",66,20,1,10,1,0.7708,1,3,"Subject_3","1",200,2
"487",67,20,8,1.02,1,1.618,1,3,"Subject_3","1",20.4,2
"488",68,100,8,7,1,0.7209,0,3,"Subject_3","1",700,1
"489",69,100,14,2,1,0.7282,0,3,"Subject_3","1",200,1
"490",70,100,3,2,1,0.6941,1,3,"Subject_3","1",200,1
"491",71,100,60,1.8,1,1.0242,0,3,"Subject_3","1",180,1
"492",72,20,5,7,1,0.644,0,3,"Subject_3","1",140,2
"493",73,100,8,4,1,1.0667,1,3,"Subject_3","1",400,1
"494",74,20,5,1.05,1,2.3215,1,3,"Subject_3","1",21,2
"495",75,20,14,4,1,0.9302,0,3,"Subject_3","1",80,2
"496",76,20,1,2.5,1,1.1668,0,3,"Subject_3","1",50,2
"497",77,100,1,2,1,0.6028,0,3,"Subject_3","1",200,1
"498",78,100,8,1.01,0,1.6505,1,3,"Subject_3","1",101,1
"499",79,100,14,7,1,0.8001,1,3,"Subject_3","1",700,1
"500",80,20,30,2,1,0.833,0,3,"Subject_3","1",40,2
"501",81,20,8,5,1,1.1513,0,3,"Subject_3","1",100,2
"502",82,100,5,4,1,1.2803,1,3,"Subject_3","1",400,1
"503",83,100,5,1.1,1,0.9084,0,3,"Subject_3","1",110,1
"504",84,20,3,1.5,1,0.8023,1,3,"Subject_3","1",30,2
"505",85,20,30,1.05,0,1.8062,0,3,"Subject_3","1",21,2
"506",86,100,5,1.02,1,1.3946,0,3,"Subject_3","1",102,1
"507",87,20,14,3,1,1.4318,0,3,"Subject_3","1",60,2
"508",88,20,1,13,1,0.8725,1,3,"Subject_3","1",260,2
"509",89,100,8,5,1,1.0346,0,3,"Subject_3","1",500,1
"510",90,20,14,1.1,1,2.6739,0,3,"Subject_3","1",22,2
"511",91,20,8,2.5,1,0.8456,0,3,"Subject_3","1",50,2
"512",92,20,14,2.5,1,0.7963,0,3,"Subject_3","1",50,2
"513",93,20,3,4,1,1.0376,1,3,"Subject_3","1",80,2
"514",94,100,60,4,1,0.815,1,3,"Subject_3","1",400,1
"515",95,100,5,10,1,0.6062,0,3,"Subject_3","1",1000,1
"516",96,20,8,3,1,0.7035,0,3,"Subject_3","1",60,2
"517",97,100,60,3,1,0.5548,0,3,"Subject_3","1",300,1
"518",98,20,8,4,1,0.6566,1,3,"Subject_3","1",80,2
"519",99,100,30,1.05,1,3.0779,1,3,"Subject_3","1",105,1
"520",100,100,1,13,1,0.723,1,3,"Subject_3","1",1300,1
"521",101,20,8,1.1,1,1.5463,1,3,"Subject_3","1",22,2
"522",102,100,30,1.1,1,0.7112,1,3,"Subject_3","1",110,1
"523",103,100,5,2,1,0.9346,1,3,"Subject_3","1",200,1
"524",104,20,5,1.2,1,0.931,0,3,"Subject_3","1",24,2
"525",105,100,30,13,1,0.7858,0,3,"Subject_3","1",1300,1
"526",106,20,1,4,1,0.945,1,3,"Subject_3","1",80,2
"527",107,20,1,7,1,0.6055,1,3,"Subject_3","1",140,2
"528",108,20,3,10,1,0.5502,0,3,"Subject_3","1",200,2
"529",109,20,60,2,1,0.5788,0,3,"Subject_3","1",40,2
"530",110,20,30,7,1,0.6693,1,3,"Subject_3","1",140,2
"531",111,100,14,4,1,0.8178,1,3,"Subject_3","1",400,1
"532",112,20,30,1.8,1,0.8037,0,3,"Subject_3","1",36,2
"533",113,100,8,1.2,1,0.7382,1,3,"Subject_3","1",120,1
"534",114,20,5,1.8,1,0.7529,1,3,"Subject_3","1",36,2
"535",115,100,5,1.2,1,0.5901,1,3,"Subject_3","1",120,1
"536",116,100,30,10,1,0.7439,0,3,"Subject_3","1",1000,1
"537",117,20,60,7,1,0.6119,0,3,"Subject_3","1",140,2
"538",118,20,60,3,1,0.7478,0,3,"Subject_3","1",60,2
"539",119,100,3,1.05,1,0.8523,0,3,"Subject_3","1",105,1
"540",120,100,5,1.5,1,0.803,1,3,"Subject_3","1",150,1
"541",121,20,1,1.1,1,0.8937,1,3,"Subject_3","1",22,2
"542",122,100,30,1.01,1,1.1815,0,3,"Subject_3","1",101,1
"543",123,100,14,1.1,1,0.9684,1,3,"Subject_3","1",110,1
"544",124,100,3,1.1,1,1.0464,0,3,"Subject_3","1",110,1
"545",125,100,14,1.5,1,0.8271,1,3,"Subject_3","1",150,1
"546",126,100,8,1.8,1,0.8352,0,3,"Subject_3","1",180,1
"547",127,100,1,1.01,1,1.3613,1,3,"Subject_3","1",101,1
"548",128,20,8,2,1,1.2093,0,3,"Subject_3","1",40,2
"549",129,100,60,1.01,0,1.1662,1,3,"Subject_3","1",101,1
"550",130,20,3,1.1,1,1.3243,0,3,"Subject_3","1",22,2
"551",131,20,8,1.5,1,0.7405,1,3,"Subject_3","1",30,2
"552",132,100,14,10,1,0.8346,1,3,"Subject_3","1",1000,1
"553",133,20,60,5,1,0.691,0,3,"Subject_3","1",100,2
"554",134,20,5,1.5,1,1.1601,0,3,"Subject_3","1",30,2
"555",135,20,14,13,1,0.6669,1,3,"Subject_3","1",260,2
"556",136,100,8,2,1,0.6956,1,3,"Subject_3","1",200,1
"557",137,20,60,1.2,1,1.053,1,3,"Subject_3","1",24,2
"558",138,100,1,1.1,1,1.2883,1,3,"Subject_3","1",110,1
"559",139,100,30,1.02,1,1.5513,1,3,"Subject_3","1",102,1
"560",140,100,1,10,1,0.9829,1,3,"Subject_3","1",1000,1
"561",141,20,14,10,1,1.7897,0,3,"Subject_3","1",200,2
"562",142,20,3,1.05,1,2.0085,1,3,"Subject_3","1",21,2
"563",143,100,1,1.02,1,1.2585,1,3,"Subject_3","1",102,1
"564",144,20,3,1.02,0,2.2259,1,3,"Subject_3","1",20.4,2
"565",145,20,14,7,1,1.8694,1,3,"Subject_3","1",140,2
"566",146,20,30,1.2,1,1.0346,0,3,"Subject_3","1",24,2
"567",147,20,60,1.05,0,1.4454,1,3,"Subject_3","1",21,2
"568",148,100,3,1.01,1,2.2229,0,3,"Subject_3","1",101,1
"569",149,20,8,13,1,0.7742,0,3,"Subject_3","1",260,2
"570",150,100,60,7,1,0.9041,1,3,"Subject_3","1",700,1
"571",151,100,5,1.8,1,0.8527,1,3,"Subject_3","1",180,1
"572",152,20,5,10,1,1.1575,0,3,"Subject_3","1",200,2
"573",153,20,8,1.05,1,1.7902,0,3,"Subject_3","1",21,2
"574",154,100,14,1.2,1,0.7075,0,3,"Subject_3","1",120,1
"575",155,20,1,1.02,1,1.5015,1,3,"Subject_3","1",20.4,2
"576",156,100,3,1.2,1,0.7996,1,3,"Subject_3","1",120,1
"577",157,100,14,1.8,1,0.759,1,3,"Subject_3","1",180,1
"578",158,100,8,13,1,0.8323,1,3,"Subject_3","1",1300,1
"579",159,100,3,4,1,0.6775,0,3,"Subject_3","1",400,1
"580",160,20,5,1.02,0,1.654,1,3,"Subject_3","1",20.4,2
"581",161,20,60,1.1,0,1.8452,0,3,"Subject_3","1",22,2
"582",162,100,14,2.5,1,0.8443,1,3,"Subject_3","1",250,1
"583",163,100,60,13,1,0.7794,1,3,"Subject_3","1",1300,1
"584",164,100,3,1.8,1,0.8387,1,3,"Subject_3","1",180,1
"585",165,100,14,13,1,0.8728,1,3,"Subject_3","1",1300,1
"586",166,100,30,1.2,1,1.5067,0,3,"Subject_3","1",120,1
"587",167,100,3,3,1,0.6045,1,3,"Subject_3","1",300,1
"588",168,100,3,7,1,0.6316,1,3,"Subject_3","1",700,1
"589",169,100,60,1.1,1,0.7303,0,3,"Subject_3","1",110,1
"590",170,20,3,2.5,1,0.7654,1,3,"Subject_3","1",50,2
"591",171,20,30,2.5,1,0.6713,0,3,"Subject_3","1",50,2
"592",172,20,1,1.8,1,0.5923,1,3,"Subject_3","1",36,2
"593",173,20,3,1.8,1,1.113,0,3,"Subject_3","1",36,2
"594",174,20,60,1.8,1,0.6739,0,3,"Subject_3","1",36,2
"595",175,20,30,1.1,0,2.0752,1,3,"Subject_3","1",22,2
"596",176,20,60,1.5,1,1.659,1,3,"Subject_3","1",30,2
"597",177,100,1,1.8,1,0.7591,0,3,"Subject_3","1",180,1
"598",178,20,5,5,1,0.8267,1,3,"Subject_3","1",100,2
"599",179,100,1,3,1,0.7226,1,3,"Subject_3","1",300,1
"600",180,100,8,1.05,1,1.4372,0,3,"Subject_3","1",105,1
"601",181,100,60,1.05,0,1.6034,1,3,"Subject_3","1",105,1
"602",182,100,60,1.2,1,1.6217,1,3,"Subject_3","1",120,1
"603",183,20,60,10,1,1.1443,0,3,"Subject_3","1",200,2
"604",184,100,14,1.05,0,2.0408,1,3,"Subject_3","1",105,1
"605",185,100,8,2.5,1,0.9742,1,3,"Subject_3","1",250,1
"606",186,100,1,7,1,0.7563,1,3,"Subject_3","1",700,1
"607",187,20,3,1.2,1,0.6627,1,3,"Subject_3","1",24,2
"608",188,100,3,10,1,0.8906,1,3,"Subject_3","1",1000,1
"609",189,20,30,10,1,0.8251,1,3,"Subject_3","1",200,2
"610",190,100,5,7,1,0.9077,0,3,"Subject_3","1",700,1
"611",191,20,5,1.1,1,1.2942,1,3,"Subject_3","1",22,2
"612",192,100,5,5,1,0.7399,1,3,"Subject_3","1",500,1
"613",193,20,8,7,1,1.5811,0,3,"Subject_3","1",140,2
"614",194,20,30,1.01,1,0.7806,1,3,"Subject_3","1",20.2,2
"615",195,100,1,1.5,1,0.94,0,3,"Subject_3","1",150,1
"616",196,100,60,1.5,1,0.676,1,3,"Subject_3","1",150,1
"617",197,100,60,1.02,0,1.7092,0,3,"Subject_3","1",102,1
"618",198,100,30,5,1,0.8868,1,3,"Subject_3","1",500,1
"619",199,100,5,1.05,1,1.5235,1,3,"Subject_3","1",105,1
"620",200,20,1,1.2,1,1.0324,1,3,"Subject_3","1",24,2
"621",201,100,1,4,1,0.8006,1,3,"Subject_3","1",400,1
"622",202,100,1,1.2,1,0.6611,1,3,"Subject_3","1",120,1
"623",203,20,1,1.5,1,1.2291,0,3,"Subject_3","1",30,2
"624",204,100,30,1.5,1,0.9392,1,3,"Subject_3","1",150,1
"625",205,20,30,1.5,1,0.8785,1,3,"Subject_3","1",30,2
"626",206,100,5,13,1,0.8674,1,3,"Subject_3","1",1300,1
"627",207,20,3,5,1,0.6893,1,3,"Subject_3","1",100,2
"628",208,100,60,2,1,0.7444,1,3,"Subject_3","1",200,1
"629",209,100,30,7,1,0.6603,0,3,"Subject_3","1",700,1
"630",210,20,14,1.2,1,1.4022,1,3,"Subject_3","1",24,2
"631",1,20,30,2.5,1,4.6474,0,4,"Subject_4","1",50,2
"632",2,100,14,1.1,0,2.6939,1,4,"Subject_4","1",110,1
"633",3,100,60,2,1,3.4842,0,4,"Subject_4","1",200,1
"634",4,20,1,1.01,0,2.8993,0,4,"Subject_4","1",20.2,2
"635",5,20,3,3,1,2.6703,0,4,"Subject_4","1",60,2
"636",6,20,3,1.02,0,2.0864,1,4,"Subject_4","1",20.4,2
"637",7,100,3,1.01,0,2.1951,0,4,"Subject_4","1",101,1
"638",8,20,8,10,1,3.5183,0,4,"Subject_4","1",200,2
"639",9,20,60,5,0,3.6455,0,4,"Subject_4","1",100,2
"640",10,100,8,5,1,3.0348,1,4,"Subject_4","1",500,1
"641",11,20,30,1.01,0,2.8992,0,4,"Subject_4","1",20.2,2
"642",12,100,3,1.05,0,2.3678,1,4,"Subject_4","1",105,1
"643",13,20,5,1.05,0,1.5393,1,4,"Subject_4","1",21,2
"644",14,20,5,2,0,1.8798,0,4,"Subject_4","1",40,2
"645",15,100,30,7,1,2.0461,0,4,"Subject_4","1",700,1
"646",16,20,60,10,0,3.952,1,4,"Subject_4","1",200,2
"647",17,100,14,1.02,0,2.1844,1,4,"Subject_4","1",102,1
"648",18,20,30,1.8,0,1.9182,1,4,"Subject_4","1",36,2
"649",19,100,30,1.5,0,2.2765,0,4,"Subject_4","1",150,1
"650",20,20,3,7,1,1.7072,0,4,"Subject_4","1",140,2
"651",21,100,8,3,1,1.6524,0,4,"Subject_4","1",300,1
"652",22,20,1,1.05,0,3.1408,1,4,"Subject_4","1",21,2
"653",23,20,1,1.1,0,1.4797,1,4,"Subject_4","1",22,2
"654",24,20,14,2.5,0,2.8501,1,4,"Subject_4","1",50,2
"655",25,100,30,1.01,0,2.2484,1,4,"Subject_4","1",101,1
"656",26,20,60,1.5,0,5.7604,0,4,"Subject_4","1",30,2
"657",27,20,3,2.5,1,1.8262,1,4,"Subject_4","1",50,2
"658",28,100,5,7,1,2.1673,1,4,"Subject_4","1",700,1
"659",29,20,60,2.5,0,3.2188,1,4,"Subject_4","1",50,2
"660",30,20,14,1.5,0,2.2453,1,4,"Subject_4","1",30,2
"661",31,100,14,2.5,1,1.9519,0,4,"Subject_4","1",250,1
"662",32,100,8,1.5,1,3.8677,0,4,"Subject_4","1",150,1
"663",33,20,60,1.01,0,1.3566,1,4,"Subject_4","1",20.2,2
"664",34,20,5,3,1,3.0761,0,4,"Subject_4","1",60,2
"665",35,100,60,7,1,3.7191,1,4,"Subject_4","1",700,1
"666",36,100,14,13,1,1.9132,1,4,"Subject_4","1",1300,1
"667",37,20,5,2.5,1,3.0873,1,4,"Subject_4","1",50,2
"668",38,100,8,1.05,0,3.421,1,4,"Subject_4","1",105,1
"669",39,20,60,13,1,3.7436,1,4,"Subject_4","1",260,2
"670",40,20,1,2,1,2.2983,0,4,"Subject_4","1",40,2
"671",41,100,30,1.8,0,2.3513,1,4,"Subject_4","1",180,1
"672",42,20,1,7,1,2.0041,0,4,"Subject_4","1",140,2
"673",43,20,8,2.5,0,1.7638,1,4,"Subject_4","1",50,2
"674",44,20,1,3,1,2.4749,1,4,"Subject_4","1",60,2
"675",45,100,1,2.5,1,1.4503,0,4,"Subject_4","1",250,1
"676",46,20,5,5,1,3.238,0,4,"Subject_4","1",100,2
"677",47,20,5,13,1,1.4949,1,4,"Subject_4","1",260,2
"678",48,20,5,7,1,1.4535,1,4,"Subject_4","1",140,2
"679",49,20,8,2,0,3.0288,0,4,"Subject_4","1",40,2
"680",50,100,8,10,1,1.1834,1,4,"Subject_4","1",1000,1
"681",51,100,14,10,1,1.95,0,4,"Subject_4","1",1000,1
"682",52,20,30,1.05,0,1.1325,0,4,"Subject_4","1",21,2
"683",53,20,3,1.01,0,1.9281,0,4,"Subject_4","1",20.2,2
"684",54,100,60,1.2,0,1.5051,1,4,"Subject_4","1",120,1
"685",55,100,1,13,1,1.3375,0,4,"Subject_4","1",1300,1
"686",56,100,3,2,1,2.005,0,4,"Subject_4","1",200,1
"687",57,20,14,13,1,1.643,1,4,"Subject_4","1",260,2
"688",58,20,1,1.8,0,2.5847,0,4,"Subject_4","1",36,2
"689",59,20,1,2.5,1,2.0402,1,4,"Subject_4","1",50,2
"690",60,20,3,1.1,0,1.7914,0,4,"Subject_4","1",22,2
"691",61,20,3,1.2,0,3.0625,1,4,"Subject_4","1",24,2
"692",62,20,8,5,1,1.5355,1,4,"Subject_4","1",100,2
"693",63,20,60,2,0,2.79,0,4,"Subject_4","1",40,2
"694",64,100,30,13,1,2.1075,1,4,"Subject_4","1",1300,1
"695",65,100,8,1.02,0,1.6023,1,4,"Subject_4","1",102,1
"696",66,20,14,1.8,0,1.8284,0,4,"Subject_4","1",36,2
"697",67,20,30,3,0,1.8477,0,4,"Subject_4","1",60,2
"698",68,20,1,1.02,0,2.6319,1,4,"Subject_4","1",20.4,2
"699",69,20,30,2,0,1.545,0,4,"Subject_4","1",40,2
"700",70,20,30,1.1,0,1.4864,0,4,"Subject_4","1",22,2
"701",71,20,14,1.1,0,1.4781,0,4,"Subject_4","1",22,2
"702",72,100,8,1.2,0,2.151,0,4,"Subject_4","1",120,1
"703",73,20,14,1.01,1,2.0204,0,4,"Subject_4","1",20.2,2
"704",74,20,3,10,1,2.4502,1,4,"Subject_4","1",200,2
"705",75,20,3,2,1,3.2011,1,4,"Subject_4","1",40,2
"706",76,20,3,1.5,0,2.999,0,4,"Subject_4","1",30,2
"707",77,20,1,10,1,1.5414,0,4,"Subject_4","1",200,2
"708",78,20,3,4,1,2.5063,1,4,"Subject_4","1",80,2
"709",79,20,30,10,0,2.3978,0,4,"Subject_4","1",200,2
"710",80,100,14,1.5,0,2.8973,0,4,"Subject_4","1",150,1
"711",81,20,8,13,1,2.6941,1,4,"Subject_4","1",260,2
"712",82,100,5,1.01,0,0.8819,0,4,"Subject_4","1",101,1
"713",83,100,5,10,1,1.5457,0,4,"Subject_4","1",1000,1
"714",84,100,30,3,1,2.4154,0,4,"Subject_4","1",300,1
"715",85,20,5,4,1,1.8653,0,4,"Subject_4","1",80,2
"716",86,20,30,1.2,0,2.2353,1,4,"Subject_4","1",24,2
"717",87,100,5,2,1,2.8447,1,4,"Subject_4","1",200,1
"718",88,100,30,1.2,0,2.7468,0,4,"Subject_4","1",120,1
"719",89,20,14,7,1,4.8558,0,4,"Subject_4","1",140,2
"720",90,20,14,2,0,1.6717,1,4,"Subject_4","1",40,2
"721",91,20,14,1.02,0,1.4161,0,4,"Subject_4","1",20.4,2
"722",92,20,5,1.8,0,1.8479,1,4,"Subject_4","1",36,2
"723",93,100,14,5,1,1.6384,0,4,"Subject_4","1",500,1
"724",94,20,30,5,1,2.202,1,4,"Subject_4","1",100,2
"725",95,20,3,1.05,0,2.5689,1,4,"Subject_4","1",21,2
"726",96,20,5,1.5,0,1.9725,1,4,"Subject_4","1",30,2
"727",97,100,30,2.5,1,3.0803,0,4,"Subject_4","1",250,1
"728",98,100,3,5,1,1.5031,0,4,"Subject_4","1",500,1
"729",99,100,30,1.05,0,1.5244,1,4,"Subject_4","1",105,1
"730",100,20,1,5,1,1.6713,1,4,"Subject_4","1",100,2
"731",101,100,8,2,1,1.4482,0,4,"Subject_4","1",200,1
"732",102,100,60,4,1,1.2795,1,4,"Subject_4","1",400,1
"733",103,100,60,3,1,3.4714,0,4,"Subject_4","1",300,1
"734",104,20,8,1.5,1,2.5388,1,4,"Subject_4","1",30,2
"735",105,100,8,7,1,2.0029,0,4,"Subject_4","1",700,1
"736",106,20,5,1.1,0,1.3122,0,4,"Subject_4","1",22,2
"737",107,100,8,1.1,0,1.4997,1,4,"Subject_4","1",110,1
"738",108,20,14,4,0,1.8332,0,4,"Subject_4","1",80,2
"739",109,20,1,4,1,2.5205,1,4,"Subject_4","1",80,2
"740",110,20,8,1.05,0,1.8953,1,4,"Subject_4","1",21,2
"741",111,100,60,1.1,0,1.3429,1,4,"Subject_4","1",110,1
"742",112,20,14,5,1,3.4771,0,4,"Subject_4","1",100,2
"743",113,20,5,1.2,0,1.4978,0,4,"Subject_4","1",24,2
"744",114,100,5,1.05,0,2.256,1,4,"Subject_4","1",105,1
"745",115,100,5,5,1,1.0879,1,4,"Subject_4","1",500,1
"746",116,100,1,3,1,1.4106,1,4,"Subject_4","1",300,1
"747",117,20,60,1.05,0,1.3737,0,4,"Subject_4","1",21,2
"748",118,100,3,10,1,1.0738,1,4,"Subject_4","1",1000,1
"749",119,100,14,1.05,0,0.9246,0,4,"Subject_4","1",105,1
"750",120,20,8,1.8,0,1.1235,0,4,"Subject_4","1",36,2
"751",121,20,60,1.2,0,0.9688,0,4,"Subject_4","1",24,2
"752",122,100,60,1.02,0,1.1987,1,4,"Subject_4","1",102,1
"753",123,20,5,1.01,0,1.0069,0,4,"Subject_4","1",20.2,2
"754",124,100,5,1.2,0,2.743,1,4,"Subject_4","1",120,1
"755",125,100,8,1.01,0,0.8893,1,4,"Subject_4","1",101,1
"756",126,20,14,3,0,1.786,0,4,"Subject_4","1",60,2
"757",127,100,1,1.1,0,0.9493,0,4,"Subject_4","1",110,1
"758",128,100,5,13,0,1.1357,0,4,"Subject_4","1",1300,1
"759",129,100,1,1.8,1,1.5724,0,4,"Subject_4","1",180,1
"760",130,100,14,4,1,0.9954,0,4,"Subject_4","1",400,1
"761",131,20,1,1.5,1,0.8135,0,4,"Subject_4","1",30,2
"762",132,100,5,4,1,1.203,0,4,"Subject_4","1",400,1
"763",133,20,3,1.8,0,1.6559,0,4,"Subject_4","1",36,2
"764",134,100,60,5,1,1.6676,1,4,"Subject_4","1",500,1
"765",135,20,8,7,1,1.9939,1,4,"Subject_4","1",140,2
"766",136,100,3,1.5,1,1.171,1,4,"Subject_4","1",150,1
"767",137,100,30,2,0,2.1186,1,4,"Subject_4","1",200,1
"768",138,20,30,1.02,0,1.6859,0,4,"Subject_4","1",20.4,2
"769",139,100,1,5,1,2.3156,1,4,"Subject_4","1",500,1
"770",140,20,14,1.2,0,2.539,1,4,"Subject_4","1",24,2
